SEDE,COD_FACULTAD,FACULTAD,COD_PLAN,PLAN,CONVENIO_PLAN,COD_NIVEL,NIVEL,AVANCE_CARRERA,COD_ACCESO,ACCESO,COD_SUBACCESO,SUBACCESO,CONVOCATORIA,APERTURA,T_DOCUMENTO,GENERO,EDAD,NUMERO_MATRICULAS,PAPA,PROME_ACADE,PBM_CALCULADO,ESTRATO,COD_DEPTO_RESIDENCIA,DEPTO_RESIDENCIA,COD_MUN_RESIDENCIA,MUNICIPIO_RESIDENCIA,COD_PROVINCIA,PROVINCIA_NACIMIENTO,COD_MINICIPIO,MUNICIPIO_NACIMIENTO,COD_NACIONALIDAD,PAIS-NACIONALIDAD,VICTIMAS_DEL_CONFLICTO,DISCAPACIDAD,CARACTER_COLEGIO,PUNTAJE_ADMISION
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"83,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,24,10,"4,30","4,30",3,1,20,CESAR,45,BECERRIL,20,CESAR,45,BECERRIL,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"59,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9,"4,20","4,20",11,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"24,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,TARJETA IDENTIDAD,HOMBRE,22,9,"3,60","3,70",2,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"43,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10,"3,30","3,40",24,3,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"66,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,20,9,"4,10","4,10",2,1,,,,,70,SUCRE,713,SAN ONOFRE,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"72,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,23,10,"4,10","4,10",22,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"73,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10,"4,00","4,00",2,1,20,CESAR,1,VALLEDUPAR,20,CESAR,11,AGUACHICA,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"30,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,21,7,"3,50","3,50",6,1,20,CESAR,621,LA PAZ,20,CESAR,250,EL PASO,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"48,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,23,9,"3,20","3,40",9,1,20,CESAR,621,LA PAZ,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,PSICOSOCIAL,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"76,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,21,10,"4,40","4,40",7,2,20,CESAR,621,LA PAZ,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"29,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,21,9,"3,60","3,60",1,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"64,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9,"4,40","4,40",1,1,20,CESAR,621,LA PAZ,20,CESAR,32,ASTREA,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"77,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10,"4,10","4,10",3,1,20,CESAR,750,SAN DIEGO,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"39,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,9,"3,50","3,60",2,1,20,CESAR,750,SAN DIEGO,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"42,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,21,10,"3,70","3,80",12,3,20,CESAR,621,LA PAZ,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"72,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,22,10,"3,90","4,00",4,2,20,CESAR,621,LA PAZ,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"58,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,28,10,"3,70","3,80",22,0,20,CESAR,750,SAN DIEGO,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"85,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,21,9,"4,20","4,20",6,2,,,,,20,CESAR,60,BOSCONIA,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"88,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,MUJER,20,9,"4,20","4,20",6,1,,,,,47,MAGDALENA,555,PLATO,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"58,20",3,TRASLADO,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,21,5,"3,90","4,00",17,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"67,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9,"4,20","4,20",10,1,,,,,13,BOLÍVAR,1,CARTAGENA DE INDIAS,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"56,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2020-1S,2020-1S,NUMERO DE CEDULA,HOMBRE,21,9,"4,00","4,10",5,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"48,00",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,25,10,"3,30","3,30",3,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"29,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,24,6,"3,40","3,60",8,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"47,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,24,9,"3,30","3,50",1,0,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"39,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,HOMBRE,27,9,"3,80","3,80",15,0,,,,,20,CESAR,570,PUEBLO BELLO,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"84,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2019-2S,2019-2S,NUMERO DE CEDULA,MUJER,23,10,"3,80","3,80",3,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"17,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5,"3,70","3,70",5,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,409.54
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"28,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5,"3,90","3,90",2,1,,,,,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,556.59
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"20,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,19,5,"3,50","3,60",2,1,,,,,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,455.39
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"24,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,19,5,"3,70","3,70",1,1,,,,,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,460.14
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"1,10",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,22,3,"1,40","1,40",34,1,47,MAGDALENA,170,CHIBOLO,47,MAGDALENA,555,PLATO,170,COLOMBIA,NO,NO,Plantel Oficial,538.39
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"29,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5,"4,00","4,00",31,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,515.41
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"17,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5,"3,30","3,40",4,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,493.64
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"15,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,18,4,"3,50","3,70",7,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,505.26
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L005,INGENIERÍA BIOLÓGICA,,3,PREGRADO,"16,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,18,5,"3,80","3,90",4,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,529.19
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"31,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,24,5,"4,30","4,30",1,1,,,,,20,CESAR,13,AGUSTÍN CODAZZI,170,COLOMBIA,NO,NO,Plantel Oficial,435.19
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"57,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,23,5,"4,40","4,40",52,1,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,603.01
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"31,90",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,25,5,"4,00","4,10",6,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,398.55
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"17,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,19,5,"3,40","3,40",5,2,20,CESAR,1,VALLEDUPAR,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,496.76
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"28,50",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,18,5,"3,60","3,60",6,2,,,,,20,CESAR,621,LA PAZ,170,COLOMBIA,NO,NO,Plantel Oficial,409.3
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"19,40",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,22,4,"4,20","4,20",7,2,20,CESAR,1,VALLEDUPAR,68,SANTANDER,1,BUCARAMANGA,170,COLOMBIA,NO,NO,Plantel Oficial,397.05
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"28,60",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,18,5,"4,10","4,20",23,1,,,,,8,ATLÁNTICO,638,SABANALARGA,170,COLOMBIA,NO,NO,Plantel Privado,540.59
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"10,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,24,VÍCTIMAS DEL CONFLICTO ARMADO EN COLOMBIA,2023-1S,2023-1S,TARJETA IDENTIDAD,MUJER,20,3,"3,60","3,60",1,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,SI,NO,Plantel Oficial,426.07
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L002,ESTADÍSTICA,,3,PREGRADO,"23,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,HOMBRE,20,5,"3,30","3,50",5,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,410.18
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L004,GESTIÓN CULTURAL Y COMUNICATIVA,,3,PREGRADO,"26,70",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,20,5,"4,30","4,30",4,1,,,,,20,CESAR,750,SAN DIEGO,170,COLOMBIA,NO,NO,Plantel Oficial,419.24
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"24,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,19,5,"3,80","3,90",4,1,,,,,20,CESAR,45,BECERRIL,170,COLOMBIA,NO,NO,Plantel Oficial,540.78
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L003,GEOGRAFÍA,,3,PREGRADO,"31,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,TARJETA IDENTIDAD,MUJER,19,5,"4,10","4,10",11,1,20,CESAR,570,PUEBLO BELLO,20,CESAR,570,PUEBLO BELLO,170,COLOMBIA,NO,NO,Plantel Oficial,456.08
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L001,BIOLOGÍA,,3,PREGRADO,"30,20",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,MUJER,24,5,"4,10","4,10",1,1,,,,,20,CESAR,238,EL COPEY,170,COLOMBIA,NO,NO,Plantel Oficial,396.48
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"19,80",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2022-1S,2022-1S,NUMERO DE CEDULA,HOMBRE,27,5,"3,60","4,00",4,2,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Oficial,518.22
SEDE DE LA PAZ,1004,ESCUELA DE PREGRADO LA PAZ,L006,INGENIERÍA MECATRÓNICA,,3,PREGRADO,"42,30",1,EXAMEN DE ADMISIÓN A LA UNIVERSIDAD,29,PROGRAMA DE ADMISIÓN ESPECIAL PARA LOS PROGRAMAS DE PREGRADO SEDE LA PAZ,2021-1S,2021-1S,NUMERO DE CEDULA,HOMBRE,20,7,"4,40","4,40",35,1,,,,,20,CESAR,1,VALLEDUPAR,170,COLOMBIA,NO,NO,Plantel Privado,646.02
